Go.	Va !
I don't know what I'm doing.	Je ne sais pas ce que je suis en train de faire.
I don't know what I'm doing.	J'ignore ce que je fais.
I don't know what to answer.	Je ne sais pas quoi répondre.
I don't know what to do now.	Je ne sais pas quoi faire maintenant.
I don't know what to do now.	Je ne sais pas quoi faire, maintenant.
I don't know what to expect.	J'ignore à quoi m'attendre.
I don't know what'll happen.	J'ignore ce qu'il adviendra.
I don't know where he lives.	Je ne sais pas où il habite.
I don't know where he lives.	J'ignore où il habite.
I don't know where he lives.	Je ne sais pas où il réside.
I don't know where they are.	J'ignore où ils sont.
I don't know where to begin.	Je ne sais par où commencer.
I don't know where to start.	Je ne sais par où commencer.
I don't know who's involved.	J'ignore qui est impliqué.
I don't know who's involved.	Je ne sais pas qui est impliqué.
I don't know why I did that.	Je ne sais pas pourquoi j'ai fait cela.
I don't know why I did that.	J'ignore pourquoi j'ai fait cela.
I don't know why they do it.	Je ne sais pas pourquoi ils l'ont fait.
I don't know why they do it.	Je ne sais pas pourquoi elles l'ont fait.
I don't know why you did it.	J'ignore pourquoi vous l'avez fait.
I don't know why you did it.	J'ignore pourquoi tu l'as fait.
I don't know, nor do I care.	Je l'ignore, et je m'en fiche.
I don't like beer that much.	Je n'aime pas tant que ça la bière.
I don't like either of them.	Je n'aime aucun des deux.
I don't like either of them.	Je n'aime aucune des deux.
I don't like powdered sugar.	Je n'aime pas le sucre en poudre.
I don't like that idea much.	Cette idée ne me plait pas trop.
I don't like the look of it.	Ça ne me dit rien qui vaille.
I don't meet too many women.	Je ne rencontre pas trop de femmes.
I don't need a car that big.	Je n'ai pas besoin d'une si voiture grosse.
I don't need a loan anymore.	Je n'ai plus besoin d'un prêt.
I don't need an explanation.	Je n'ai pas besoin d'explication.
I don't need anyone anymore.	Je n'ai plus besoin de personne.
I don't need to talk to him.	Je n'ai pas besoin de lui parler.
I don't need to talk to you.	Je n'ai pas besoin de vous parler.
I don't need to talk to you.	Je n'ai pas besoin de te parler.
I don't play any instrument.	Je ne joue d'aucun instrument.
I don't really want to stop.	Je ne veux pas vraiment m'arrêter.
I don't recognize that name.	Je ne reconnais pas ce nom.
I don't recognize the sound.	Je n'en reconnais pas le son.
I don't remember doing that.	Je ne me rappelle pas avoir fait ça.
I don't remember you at all.	Je ne me rappelle pas du tout de vous.
I don't remember you at all.	Je ne me souviens pas du tout de vous.
I don't see your name on it.	Je n'y vois pas votre nom.
I don't see your name on it.	Je n'y vois pas ton nom.
I don't share your optimism.	Je ne partage pas votre optimisme.
I don't share your optimism.	Je ne partage pas ton optimisme.
I don't speak your language.	Je ne parle pas votre langue.
I don't take any medication.	Je ne prends aucun traitement.
I don't take needless risks.	Je ne prends pas de risques inutiles.
I don't talk to him anymore.	Je ne lui parle plus.
I don't think I can do that.	Je ne pense pas que je puisse faire cela.
I don't think I can do that.	Je ne pense pas que j'arrive à faire cela.
I don't think I can do that.	Je ne pense pas que je parvienne à faire cela.
I don't think I can do that.	Je ne pense pas pouvoir faire cela.
I don't think I can do that.	Je ne pense pas arriver à faire cela.
I don't think I can do that.	Je ne pense pas parvenir à faire cela.
I don't think I'll go today.	Je ne pense pas que j'irai aujourd'hui.
I don't think Tom would lie.	Je ne pense pas que Tom mentirait.
I don't think he is sincere.	Je ne pense pas qu'il soit sincère.
I don't think it'll be easy.	Je ne pense pas que ce sera facile.
I don't think they heard us.	Je ne pense pas qu'ils nous aient entendus.
I don't think they heard us.	Je ne pense pas qu'ils nous aient entendues.
I don't think they heard us.	Je ne pense pas qu'ils nous ont entendus.
I don't think they heard us.	Je ne pense pas qu'ils nous ont entendues.
I don't think this is funny.	Je ne trouve pas cela drôle.
I don't think this is funny.	Je ne pense pas que ce soit amusant.
I don't understand anything.	Je ne comprends rien.
I don't want Tom to help me.	Je ne veux pas que Tom m'aide.
I don't want Tom to help me.	Je n'ai pas envie que Tom m'aide.
I don't want either of them.	Je ne veux aucun d'eux.
I don't want to do it again.	Je ne veux pas le refaire.
I don't want to get married.	Je ne veux pas me marrier.
I don't want to get married.	Je ne veux pas me marier.
I don't want to go with you.	Je ne veux pas aller avec vous.
I don't want to go with you.	Je ne veux pas aller avec toi.
I don't want to hurt anyone.	Je ne veux faire de mal à personne.
I don't want to hurt anyone.	Je ne veux blesser personne.
I don't want to study today.	Aujourd'hui je n'ai pas envie d'étudier.
I don't want to talk to you.	Je ne veux pas te parler.
I don't want to talk to you.	Je ne veux pas vous parler.
I don't want you to do that.	Je ne veux pas que vous fassiez cela.
I don't want you to do that.	Je ne veux pas que tu fasses cela.
I don't want you to go back.	Je ne veux pas que vous retourniez.
I don't want you to go back.	Je ne veux pas que tu retournes.
I don't want you to go home.	Je ne veux pas que vous alliez chez vous.
I don't want you to go home.	Je ne veux pas que tu ailles chez toi.
I don't want your apologies.	Je ne veux pas de vos excuses.
I don't want your apologies.	Je ne veux pas de tes excuses.
I dream of seeing him there.	Je rêve de le voir ici.
I eat meat almost every day.	Je mange de la viande presque tous les jours.
I enlisted in the Air Force.	Je me suis engagé dans l'armée de l'air.
I exchanged stamps with him.	J'ai échangé des timbres avec lui.
I expect you to work harder.	J'attends de toi que tu travailles plus dur.
I explained the rule to him.	Je lui ai expliqué les règles.
I explained the rule to him.	Je lui expliquai la règle.
I feel a little responsible.	Je me sens quelque peu responsable.
I feel a little responsible.	Je me sens un peu responsable.
I feel good after a workout.	Je me sens bien après la gym.
I feel good after a workout.	Je me sens bien après une séance de gym.
I feel like a million bucks.	Je pète la forme.
I feel like going on a trip.	J'ai envie de partir en voyage.
I feel like going out today.	J'ai envie de sortir, aujourd'hui.
I fell asleep while reading.	Je me suis endormi en lisant.
I felt bad about what I did.	Je me suis sentie mal au sujet de ce que j'avais fait.
I felt bad about what I did.	Je me suis senti mal au sujet de ce que j'avais fait.
I felt bad about what I did.	Je me sentis mal au sujet de ce que j'avais fait.
I felt exactly the same way.	J'ai ressenti exactement la même chose.
I felt like I was intruding.	J'eus le sentiment que je m'immisçais.
I felt like I was intruding.	J'ai eu l'impression que je m'immisçais.
I felt like I was intruding.	J'eus le sentiment que je dérangeais.
I felt like I was intruding.	J'ai eu l'impression que je dérangeais.
I figured I'd find you here.	Je me suis imaginé que je vous trouverais ici.
I figured I'd find you here.	Je me suis imaginée que je vous trouverais ici.
I figured I'd find you here.	Je me suis imaginé que je te trouverais ici.
I figured I'd find you here.	Je me suis imaginée que je te trouverais ici.
I figured I'd find you here.	J'ai songé que je te trouverais ici.
I figured I'd find you here.	J'ai songé que je vous trouverais ici.
I figured I'd find you here.	J'ai songé que je te trouverais là.
I figured I'd find you here.	J'ai songé que je vous trouverais là.
I figured I'd find you here.	Je me suis imaginée que je te trouverais là.
I figured I'd find you here.	Je me suis imaginé que je te trouverais là.
I figured I'd find you here.	Je me suis imaginée que je vous trouverais là.
I figured I'd find you here.	Je me suis imaginé que je vous trouverais là.
I figured you wouldn't come.	J'imaginais que vous ne viendriez pas.
I figured you wouldn't come.	J'imaginais que tu ne viendrais pas.
I finished my lunch quickly.	J'ai rapidement terminé mon déjeuner.
I finished reading the book.	J'ai fini de lire ce livre.
I forgot the key to my room.	J’ai oublié ma clef de chambre.
I forgot to lock the drawer.	J'ai oublié de fermer le tiroir à clé.
I forgot you were listening.	J'ai oublié que tu étais en train d'écouter.
I forgot you were listening.	J'ai oublié que vous étiez en train d'écouter.
I found the food too greasy.	J'ai trouvé la nourriture trop grasse.
I found this under your bed.	J'ai trouvé ça sous ton lit.
I found this under your bed.	J'ai trouvé ceci sous ton lit.
I found this under your bed.	J'ai trouvé ceci sous votre lit.
I gave him what money I had.	Je lui donnai tout l'argent dont je disposais.
I gave it to the little boy.	Je l'ai donné à ce petit garçon.
I gave my father a silk tie.	J'ai donné à mon père une cravate en soie.
I gave way to their demands.	Je cédai à leurs exigences.
I get a haircut every month.	Je me fais couper les cheveux tous les mois.
I get dizzy when I stand up.	Je suis pris de vertige lorsque je me lève.
I get dizzy when I stand up.	Je suis pris de vertige lorsque je me redresse.
I get dizzy when I stand up.	Je suis prise de vertige lorsque je me lève.
I get dizzy when I stand up.	Je suis prise de vertige lorsque je me redresse.
I get hives when I eat eggs.	Je fais de l'urticaire lorsque je consomme des œufs.
I get hives when I eat eggs.	Je fais de l'urticaire lorsque je mange des œufs.
I go shopping every morning.	Je vais faire les courses tous les matins.
I go shopping every morning.	Tous les matins je vais faire des courses.
I go to church every Sunday.	Je vais à l'église chaque dimanche.
I got a shave and a haircut.	Je me suis fait raser et coiffer.
I got caught in a rainstorm.	J'ai été pris dans une tempête de pluie.
I got my hair cut yesterday.	Je me suis fait couper les cheveux hier.
I got the pears for nothing.	J'ai eu les poires gratis.
I got this bicycle for free.	J'ai eu ce vélo pour rien.
I got up earlier than usual.	Je me suis levé plus tôt que d'habitude.
I got up early this morning.	Je me suis levé tôt ce matin.
I got your letter yesterday.	J'ai reçu ta lettre hier.
I grew these carrots myself.	J'ai fait moi-même pousser ces carottes.
I grew these carrots myself.	J'ai moi-même fait pousser ces carottes.
I guess I just don't get it.	Je suppose que je n'y comprends rien.
I guess I'd better be going.	Je suppose que je ferais mieux d'y aller.
I guess I'd better be going.	Je suppose que je ferais mieux de m'en aller.
I guess I'd better be going.	Je suppose que je ferais mieux de me mettre en route.
I guess that's good for you.	Je suppose que c'est bon pour toi.
I guess that's good for you.	Je suppose que c'est bon pour vous.
I guess that's the solution.	Je suppose que c'est la solution.
I guess we should leave now.	Je crois que nous devrions partir à présent.
I had a good opinion of her.	J'avais une bonne opinion d'elle.
I had a good time yesterday.	Je me suis bien amusé hier.
I had a phone call from him.	J'ai eu un appel téléphonique de sa part.
I had a problem with my car.	J'ai eu un problème avec ma voiture.
I had a terrible experience.	J'ai traversé une épreuve terrible.
I had a toothache yesterday.	Hier j'avais mal aux dents.
I had an amazing experience.	J'ai fait une expérience incroyable.
I had an amazing experience.	Il m'est arrivé quelque chose d'incroyable.
I had intended to go abroad.	J'eus l'intention de me rendre à l'étranger.
I had intended to go abroad.	J'avais eu l'intention de me rendre à l'étranger.
I had my thumbnail torn off.	Mon ongle de pouce s'est cassé.
I had never seen him before.	Je ne l'avais jamais vu auparavant.
I had no choice but to come.	Je n'avais d'autre choix que de venir.
I had no choice but to stay.	Je n'avais d'autre choix que de rester.
I had no idea you'd be here.	Je n'avais pas idée que vous seriez ici.
I had no idea you'd be here.	Je n'avais pas idée que tu serais ici.
